연번,지방청,경찰서,관서명,구분,전화번호,주소
1572,전남청,진도,군내,파출소,061-542-3112,전라남도 진도군 고군면 진도대로 7957
1573,전남청,진도,지산,파출소,061-542-2112,전라남도 진도군 지산면 인지인천1길 26
1574,전남청,구례,읍내,파출소,061-783-6112,전라남도 구례군 구례읍 로터리길 7
1575,전남청,구례,광의,파출소,061-781-3112,전라남도 구례군 광의면 광의철쭉동산로 8
1576,전남청,구례,간전,파출소,061-781-4112,전라남도 구례군 간전면 간전중앙로 188
1577,전남청,구례,산동,파출소,061-781-1712,전라남도 구례군 산동면 원촌길 94
1578,전남청,구례,토지,파출소,061-781-2112,전라남도 구례군 토지면 섬진강대로 5058
1579,전남청,구례,마산,파출소,061-782-4119,전라남도 구례군 마산면 화엄사로 144
1580,경북청,경주,산내,파출소,054-751-5112,경상북도 경주시 산내면 의곡중앙길 34 산내파출소
1581,경북청,경주,양남,파출소,054-744-0112,경상북도 경주시 양남면 하서중앙길 59
1582,경북청,경주,외동,파출소,054-744-6112,경상북도 경주시 외동읍 입실로 81
1583,경북청,경주,불국,파출소,054-746-9112,경상북도 경주시 산업로 2999 
1584,경북청,경주,역전,파출소,054-743-0112,경상북도 경주시 원화로 270 역전파출소
1585,경북청,경주,보문,파출소,054-745-7112,경상북도 경주시 경감로 589
1586,경북청,경주,건천,파출소,054-751-0112,경상북도 경주시 건천읍 내서로 1109
1587,경북청,경주,서면,파출소,053-751-1112,경상북도 경주시 건천읍 내서로 425
1588,경북청,경주,안강,파출소,054-763-3112,경상북도 경주시 안강읍 안강중앙로 223 안강파출소
1589,경북청,경주,강동,파출소,054-762-4112,경상북도 경주시 강동면 인동새들길 10
1590,경북청,경주,감포,파출소,054-744-3112,경상북도 경주시 감포읍 감포로3길 40 
1591,경북청,경주,양북,파출소,054-744-2112,경상북도 경주시 양북면 어일1길 39(어일리 837-2)
1592,경북청,경주,중앙,파출소,054-743-2112,경상북도 경주시 금성로 296-1 
1593,경북청,경주,황남,파출소,054-743-7112,경상북도 경주시 포석로 1052
1594,경북청,경주,충효,파출소,054-743-1112,경상북도 경주시 충효중앙길 50-5 
1595,경북청,경주,내남,파출소,054-745-9112,경상북도 경주시 내남면 포석로 370
1596,경북청,경주,황성,파출소,054-774-1112,경상북도 경주시 용담로 11
1597,경북청,경주,성건,파출소,054-743-3112,경상북도 경주시 금성로 424 성건파출소
1598,경북청,경주,현곡,파출소,054-745-5112,경상북도 경주시 현곡면 다경길 9-3
1599,경북청,경주,동천,파출소,054-741-0112,경상북도 경주시 탈해로 65
1600,경북청,경주,용강,파출소,054-743-4112,경상북도 경주시 산업로 4354 
1601,경북청,경주,천북,파출소,054-774-0112,경상북도 경주시 천북면 동산3길 9
1602,경북청,포항북부,환여,지구대,054-253-0112,경상북도 포항시 북구 삼호로 370
1603,경북청,포항북부,신광,파출소,054-243-0112,경상북도 포항시 북구 신광면 토성길 15
1604,경북청,포항북부,송라,파출소,054-243-6112,경상북도 포항시 북구 송라면 보경로 38
1605,경북청,포항북부,죽장,파출소,054-243-3112,경상북도 포항시 북구 새마을로 3606
1606,경북청,포항북부,기계,파출소,054-243-1112,경상북도 포항시 북구 기계면 기계로 92-11
1607,경북청,포항북부,기북,파출소,054-243-5112,경상북도 포항시 북구 기북면 기북로 433
1608,경북청,포항북부,흥해,파출소,054-261-0112,경상북도 포항시 북구 흥해읍 흥해로 78
1609,경북청,포항북부,청하,파출소,054-232-4112,경상북도 포항시 북구 청하면 청하로 178
1610,경북청,포항북부,양학,파출소,054-247-0113,경상북도 포항시 북구 양학로17번길 양학파출소
1611,경북청,포항북부,죽도1,파출소,054-242-0113,경상북도 포항시 북구 죽도로68번길 3-1
1612,경북청,포항북부,죽도,파출소,054-242-1113,경상북도 포항시 북구 중흥로 280
1613,경북청,포항북부,덕산,파출소,054-247-1116,경상북도 포항시 북구 중앙로 352
1614,경북청,포항북부,중앙,파출소,054-247-1118,경상북도 포항시 북구 중앙로298번길 13-1
1615,경북청,포항북부,역전,파출소,054-247-1117,경상북도 포항시 북구 용당로91번길 10
1616,경북청,포항북부,장성,파출소,054-241-1112,경상북도 포항시 북구 성실로 31
1617,경북청,포항북부,학산,파출소,054-247-1112,경상북도 포항시 북구 삼호로 147
1618,경북청,포항북부,양덕,파출소,054-251-0112,경상북도 포항시 북구 장량중앙로 65
1619,경북청,포항남부,효자,지구대,054-240-8132,경상북도 포항시 남구 효자동길6번길 8 
1620,경북청,포항남부,상대,지구대,054-240-8131,경상북도 포항시 남구 상공로 84
1621,경북청,포항남부,구룡포,파출소,054-240-8138,경상북도 포항시 남구 호미로 182번길
1622,경북청,포항남부,장기,파출소,054-240-8141,경상북도 포항시 남구 장기면 읍내길 94
1623,경북청,포항남부,동해,파출소,054-240-8140,경상북도 포항시 남구 동해면 일월로 52번길
1624,경북청,포항남부,청림,파출소,054-240-8136,경상북도 포항시 남구 동해안로 6041 
1625,경북청,포항남부,호미곶,파출소,054-240-8142,경상북도 포항시 남구 호미곶면 해맞이로160
1626,경북청,포항남부,송도,파출소,054-240-8134,경상북도 포항시 남구 축항로 115 
1627,경북청,포항남부,대송,파출소,054-240-8139,경상북도 포항시 남구 대송면 제내길 13
1628,경북청,포항남부,연일,파출소,054-240-8137,경상북도 포항시 남구 연일읍 철강로25번길 62
1629,경북청,포항남부,오천,파출소,054-240-8133,경상북도 포항시 남구 오천읍 정몽주로 547 
1630,경북청,포항남부,문덕,파출소,054-240-8148,경상북도 포항시 남구 오천읍 냉천로 318
1631,경북청,포항남부,해도,파출소,054-240-8135,경상북도 포항시 남구 상공로 228 
1632,경북청,구미,상림,지구대,054-450-3114,경상북도 구미시 금오대로 482
1633,경북청,구미,원평,지구대,054-450-3112,경상북도 구미시 원남로2길 24
1634,경북청,구미,형곡,지구대,054-450-3111,경상북도 구미시 경은로 56
1635,경북청,구미,도량,지구대,054-450-3115,경상북도 구미시 문장로 119
1636,경북청,구미,도개,파출소,054-450-3128,경상북도 구미시 도개면 도안로 121
1637,경북청,구미,장천,파출소,054-450-3125,경상북도 구미시 장천면 강동로 170
1638,경북청,구미,고아,파출소,054-450-3122,경상북도 구미시 선산대로 974-6
1639,경북청,구미,산동,파출소,054-450-3124,경상북도 구미시 산동면 강동로 1030 
1640,경북청,구미,해평,파출소,054-450-3123,경상북도 구미시 해평면 강동로 1661
1641,경북청,구미,선산,파출소,054-450-3121,경상북도 구미시 선산읍 선산중앙로 79
1642,경북청,구미,무을,파출소,054-450-3126,경상북도 구미시 무을면 상무로 951
1643,경북청,구미,옥성,파출소,054-450-3127,경상북도 구미시 선산읍 선상동로 841
1644,경북청,구미,양포,파출소,054-450-3120,경상북도 구미시 흥안로 6
1645,경북청,구미,신평,파출소,054-450-3119,경상북도 구미시 칠성로2길 32
1646,경북청,구미,인동,파출소,054-450-3116,경상북도 구미시 인동중앙로 28
1647,경북청,구미,진평,파출소,054-450-3118,경상북도 구미시 인동22길 33
1648,경북청,경산,서부,지구대,053-811-5112,경상북도 경산시 성암로 27
1649,경북청,경산,중앙,파출소,053-816-0112,경상북도 경산시 대학로 207
1650,경북청,경산,자인,파출소,053-856-2112,경상북도 경산시 자인면 금학로 8
1651,경북청,경산,동부,파출소,053-801-0112,경상북도 경산시 계양로 44
1652,경북청,경산,하양,파출소,053-853-2112,경상북도 경산시 하양읍 금송로 179
1653,경북청,경산,압량,파출소,053-817-1112,경상북도 경산시 압량면 부적길 50
1654,경북청,경산,진량,파출소,053-853-0112,경상북도 경산시 진량읍 낙산길 6
1655,경북청,경산,와촌,파출소,053-852-0112,경상북도 경산시 와촌면 금송로 419 
1656,경북청,안동,역전,지구대,054-859-2301,경상북도 안동시 경동로 690 
1657,경북청,안동,송하,지구대,054-852-3402,경상북도 안동시 경동로 278
1658,경북청,안동,태화,지구대,054-852-3401,경상북도 안동시 태화2길 7
1659,경북청,안동,길안,파출소,054-822-2112,경상북도 안동시 길안면 천지길 41
1660,경북청,안동,풍천,파출소,054-853-2112,경상북도 안동시 풍천면 지풍로 1479
1661,경북청,안동,예안,파출소,054-822-1612,경상북도 안동시 예안면 임예로 1923 
1662,경북청,안동,풍산,파출소,054-858-6112,경상북도 안동시 풍산읍 풍산중앙길 139
1663,경북청,안동,녹전,파출소,054-856-0612,경상북도 안동시 녹전면 녹전로 746
1664,경북청,안동,임하,파출소,054-822-4412,경상북도 안동시 임하면 충효로 3257 
1665,경북청,안동,남선,파출소,054-8221211,경상북도 안동시 남선면 충효로 3854 
1666,경북청,안동,강남,파출소,054-858-7672,경상북도 안동시 강남로 169 
1667,경북청,안동,용상,파출소,054-821-3303,경상북도 안동시 경동로 959
1668,경북청,안동,임동,파출소,054-822-4112,경상북도 안동시 임동면 챗거리길 25
1669,경북청,안동,일직,파출소,054-858-4112,경상북도 안동시 일직면 경북대로 7356
1670,경북청,안동,도산,파출소,054-856-1112,경상북도 안동시 도산면 퇴계로 2543
1671,경북청,안동,북후,파출소,054-859-5112,경상북도 안동시 북후면 북평로 897 
1672,경북청,안동,와룡,파출소,054-857-2113,경상북도 안동시 와룡면 퇴계로 841
1673,경북청,안동,옥동,지구대,054-854-3401,경상북도 안동시 광명로 7
1674,경북청,김천,아포,파출소,054-431-5112,경상북도 김천시 아포읍 국사길 143 
1675,경북청,김천,지례,파출소,054-435-0112,경상북도 김천시 지례면 상부길 107
1676,경북청,김천,대덕,파출소,054-435-1112,경상북도 김천시 대덕면 대덕로 761 
1677,경북청,김천,역전,파출소,054-436-4148,경상북도 김천시 김천로 119
1678,경북청,김천,구성,파출소,054-434-5112,경상북도 김천시 구성면 남김천대로 2327-4 
1679,경북청,김천,중앙,파출소,054-435-4148,경상북도 김천시 자산로 41-2
1680,경북청,김천,동부,파출소,054-436-0112,경상북도 김천시 영남대로 2009 
1681,경북청,김천,조마,파출소,054-437-7112,경상북도 김천시 조마면 강곡1길 22 
1682,경북청,김천,서부,파출소,054-437-3148,경상북도 김천시 송설로 106
1683,경북청,김천,직지,파출소,054-436-6112,경상북도 김천시 대항면 직지로 182
1684,경북청,김천,북부,파출소,054-435-3148,경상북도 김천시 대학로 129
1685,경북청,김천,어모,파출소,054-430-3112,경상북도 김천시 어모면 어모로 249
1686,경북청,김천,감문,파출소,054-430-5112,경상북도 김천시 감문로 985
1687,경북청,김천,율곡,파출소,054-430-2112,경상북도 김천시 혁신6로 75
1688,경북청,영주,신영주,지구대,054-633-0127,경상북도 영주시 선비로 66 신영주지구대
1689,경북청,영주,서부,지구대,054-633-0125,경상북도 영주시 선비로 205 서부지구대
1690,경북청,영주,동부,지구대,054-633-0124,경상북도 영주시 원당로 228
1691,경북청,영주,부석,파출소,054-633-3112,경상북도 영주시 부석면 소천로 49
1692,경북청,영주,장수,파출소,054-637-6112,경상북도 영주시 장수면 장수로 5
1693,경북청,영주,안정,파출소,054-634-4112,경상북도 영주시 신재로 541
1694,경북청,영주,순흥,파출소,054-633-2112,경상북도 영주시 순흥면 순흥로 63
1695,경북청,영주,풍기,파출소,054-636-2112,경상북도 영주시 풍기읍 기주로 114
1696,경북청,영천,금호,파출소,054-334-0112,경상북도 영천시 금호읍 금호로 115
1697,경북청,영천,고경,파출소,054-336-3112,경상북도 영천시 고경면 호국로 1079
1698,경북청,영천,임고,파출소,054-335-7112,경상북도 영천시 임고면 포은로 439
1699,경북청,영천,화산,파출소,054-335-5112,경상북도 영천시 화산면 장수로 908
1700,경북청,영천,신녕,파출소,054-332-9112,경상북도 영천시 신녕면 장수로 1691
1701,경북청,영천,화남,파출소,054-337-7212,경상북도 영천시 화남면 천문로 1599
1702,경북청,영천,북안,파출소,054-333-6912,경상북도 영천시 북안면 운북로 2023
1703,경북청,영천,대창,파출소,054-335-4112,경상북도 영천시 대창면 금창로 674
1704,경북청,영천,동부,파출소,054-334-3721,경상북도 영천시 창신2길13
1705,경북청,영천,역전,파출소,054-334-2104,경상북도 영천시 완산로 4-19
1706,경북청,영천,중앙,파출소,054-333-8112,경상북도 영천시 금호읍 최무선로 303
1707,경북청,영천,청통,파출소,054-335-1112,경상북도 영천시 청통면 금송로 1025 
1708,경북청,상주,중앙,지구대,054-534-8920,경상북도 상주시 상서문로 63 
1709,경북청,상주,동문,지구대,054-534-8922,경상북도 상주시 중앙로 371 
1710,경북청,상주,모동,파출소,054-533-3112,경상북도 상주시 모동면 용호1길 21 
1711,경북청,상주,화북,파출소,054-533-1112,경상북도 상주시 화북면 문장로 1718 
1712,경북청,상주,은척,파출소,054-541-7112,경상북도 상주시 은척면 봉중1길 6 
1713,경북청,상주,낙동,파출소,054-532-8112,경상북도 상주시 낙동면 영남제일로 105 
1714,경북청,상주,화동,파출소,054-533-4112,경상북도 상주시 화동면 이소1길 42 
1715,경북청,상주,사벌,파출소,054-532-1112,경상북도 상주시 사벌면 덕담1길 59 
1716,경북청,상주,청리,파출소,054-532-6112,경상북도 상주시 청리면 청리중앙로 166-10 
1717,경북청,상주,공성,파출소,054-532-4112,경상북도 상주시 공성면 공성중앙로 99 
1718,경북청,상주,공검,파출소,054-541-2112,경상북도 상주시 공검면 비재로 1288 
1719,경북청,상주,함창,파출소,054-541-3112,경상북도 상주시 함창읍 함창중앙로 112 
1720,경북청,상주,화서,파출소,054-533-0112,경상북도 상주시 화서면 화령로 21 
1721,경북청,문경,농암,파출소,054-550-7387,경상북도 문경시 농암면 농암길 78
1722,경북청,문경,가은,파출소,054-550-7386,경상북도 문경시 가은읍 가은로 137
1723,경북청,문경,산북,파출소,054-550-7395,경상북도 문경시 산북면 금천로 580
1724,경북청,문경,산양,파출소,054-550-7396,경상북도 문경시 산양면 산양로 107
1725,경북청,문경,점촌,파출소,054-550-7302,경상북도 문경시 돈달로 142 점촌파출소
1726,경북청,문경,남부,파출소,054-550-7303,경상북도 문경시 모전로 144
1727,경북청,문경,문경,파출소,054-550-7385,경상북도 문경시 문경읍 문희로 61
1728,경북청,문경,마성,파출소,054-550-7398,경상북도 문경시 호계면 문경대로 1768
1729,경북청,칠곡,왜관,지구대,054-974-2228,경상북도 칠곡군 왜관읍 2번도로길 33
1730,경북청,칠곡,석적,지구대,054-974-2112,경상북도 칠곡군 석적읍 석적로 965
1731,경북청,칠곡,북삼,지구대,054-972-0112,경상북도 칠곡군 북삼읍 인평1길 2
1732,경북청,칠곡,동명,파출소,054-976-8112,경상북도 칠곡군 동명면 금암중앙길 21
1733,경북청,칠곡,지천,파출소,054-972-2112,경상북도 칠곡군 지천면 신동로 154
1734,경북청,칠곡,가산,파출소,054-975-8112,경상북도 칠곡군 동명면 경북대로 1576
1735,경북청,칠곡,약목,파출소,054-975-0112,경상북도 칠곡군 약목면 약목로3길 12 
1736,경북청,의성,의성,지구대,054-833-1112,경상북도 의성군 의성읍 충효로 65
1737,경북청,의성,안평,파출소,054-832-5112,경상북도 의성군 안평면 안평의성로 1
1738,경북청,의성,단밀,파출소,054-862-0112,경상북도 의성군 단밀면 주속길 70
1739,경북청,의성,봉양,파출소,054-832-2112,경상북도 의성군 봉양면 도리원1길 53
1740,경북청,의성,안계,파출소,054-861-0112,경상북도 의성군 안계면 안계길 143
1741,경북청,의성,춘산,파출소,054-832-8112,경상북도 의성군 춘산면 금성현서로 1491
1742,경북청,의성,금성,파출소,054-832-3112,경상북도 의성군 금성면 탑리길 55
1743,경북청,의성,옥산,파출소,054-833-3112,경상북도 의성군 옥산면 신감옥산로 1228-3
1744,경북청,의성,다인,파출소,054-861-5112,경상북도 의성군 다인면 서릉길 62
1745,경북청,청도,풍각,파출소,054-372-2112,경상북도 청도군 풍각면 헐티로 212 
1746,경북청,청도,이서,파출소,054-372-4112,경상북도 청도군 이서면 학산1길 48 
1747,경북청,청도,중앙,파출소,054-373-3112,경상북도 청도군 청도읍 청화로 194
1748,경북청,청도,화양,파출소,054-373-4112,경상북도 청도군 화양읍 도주관로 142 
1749,경북청,청도,금천,파출소,054-372-3112,경상북도 청도군 금천면 금천로 46
1750,경북청,청도,매전,파출소,054-372-5112,경상북도 청도군 매전면 청려로 3711 
1751,경북청,영덕,남정,파출소,054-732-4113,경상북도 영덕군 남정면 진불길 29
1752,경북청,영덕,영덕,파출소,054-734-3820,경상북도 영덕군 영덕읍 중앙길 89
1753,경북청,영덕,강구,파출소,054-733-4112,경상북도 영덕군 강구면 동해대로 4482
1754,경북청,영덕,영해,파출소,054-732-1112,경상북도 영덕군 영해면 예주2길 9
1755,경북청,영덕,축산,파출소,054-732-5112,경상북도 영덕군 축산면 영덕대게로 2049
1756,경북청,영덕,병곡,파출소,054-732-2112,경상북도 영덕군 병곡면 병곡길 62
1757,경북청,울진,기성,파출소,054-785-0316,경상북도 울진군 기성면 기성로 667 
1758,경북청,울진,북면,파출소,054-785-0312,경상북도 울진군 북면 울진북로 2080 북면파출소
1759,경북청,울진,죽변,파출소,054-785-0302,경상북도 울진군 죽변면 죽변중앙로 159
1760,경북청,울진,울진,파출소,054-785-0301,경상북도 울진군 울진읍 읍내10길 20 
1761,경북청,울진,근남,파출소,054-785-0313,경상북도 울진군 근남면 울진북로 147 근남파출소
1762,경북청,울진,후포,파출소,054-785-0318,경상북도 울진군 후포면 울진대게로 34-8
1763,경북청,울진,평해,파출소,054-785-0320,경상북도 울진군 평해읍 평해로 61
1764,경북청,울진,금강송,파출소,054-785-0314,경상북도 울진군 금강송면 불영계곡로 1723 
1765,경북청,봉화,석포,파출소,054-672-6112,경상북도 봉화군 석포면 석포로1길 6
1766,경북청,봉화,춘양,파출소,054-672-3112,경상북도 봉화군 춘양면 의양로 54
1767,경북청,봉화,소천,파출소,054-672-7112,경상북도 봉화군 소천면 소천로 1259
1768,경북청,봉화,명호,파출소,054-672-1112,경상북도 봉화군 명호면 노루목재길 24
1769,경북청,봉화,봉화,파출소,054-673-0112,경상북도 봉화군 봉화읍 봉화로 1077
1770,경북청,봉화,물야,파출소,054-672-2112,경상북도 봉화군 물야면 문수로 981 
1771,경북청,예천,예천,지구대,054-650-2301,경상북도 예천군 예천읍 충효로 198 예천지구대
1772,경북청,예천,용궁,파출소,054-650-2303,경상북도 예천군 용궁면 용궁로 92
1773,경북청,예천,풍양,파출소,054-650-2305,경상북도 예천군 풍양면 낙상1길 60-3
1774,경북청,예천,용문,파출소,054-650-2309,경상북도 예천군 용문면 용문경천로 1213 
1775,경북청,예천,호명,파출소,054-650-2306,경상북도 예천군 호명면 호명로 547번지
1776,경북청,예천,지보,파출소,054-650-2304,경상북도 예천군 지보면 지보로 151
1777,경북청,예천,감천,파출소,054-650-2308,경상북도 예천군 예천읍 충효로 1385
1778,경북청,예천,은풍,파출소,054-650-2311,경상북도 예천군 은풍면 은풍로 85 
1779,경북청,성주,벽진,파출소,054-932-7112,경상북도 성주군 벽진면 벽봉로 17
1780,경북청,성주,수륜,파출소,054-932-3112,경상북도 성주군 수륜면 참별로 917
1781,경북청,성주,가천,파출소,054-932-4112,경상북도 성주군 가천면 가천로 73
1782,경북청,성주,초전,파출소,054-932-8112,경상북도 성주군 초전면 대장길 111
1783,경북청,성주,선남,파출소,054-932-1112,경상북도 성주군 선남면 관화길 90
1784,경북청,성주,용암,파출소,054-932-2112,경상북도 성주군 용암면 운용로 1025
1785,경북청,성주,성주,파출소,054-932-0112,경상북도 성주군 성주읍 성밖숲길 151
1786,경북청,청송,진보,파출소,054-874-2112,경상북도 청송군 진보면 진보로 129 진보파출소
1787,경북청,청송,부동,파출소,054-873-2112,경상북도 청송군 부동면 이전앞길 5
1788,경북청,청송,현동,파출소,054-872-8112,경상북도 청송군 현서면 청송로 2667
1789,경북청,청송,안덕,파출소,054-872-0112,경상북도 청송군 안덕면 안덕로 95
1790,경북청,청송,현서,파출소,054-872-5112,경상북도 청송군 현서면 구산동로 43
1791,경북청,청송,청송,파출소,054-872-9112,경상북도 청송군 청송읍 금월로 273
1792,경북청,청송,부남,파출소,054-872-4112,경상북도 청송군 부남면 대전로 127
1793,경북청,영양,입암,파출소,054-682-4112,경상북도 영양군 입암면 입암로 72
1794,경북청,영양,석보,파출소,054-682-5112,경상북도 영양군 석보면 원리길 15
1795,경북청,영양,수비,파출소,054-682-7112,경상북도 영양군 수비면 한티로 459 
1796,경북청,영양,청기,파출소,054-682-8112,경상북도 영양군 청기면 청기1길 9-6
1797,경북청,영양,영양,파출소,054-683-3112,경상북도 영양군 영양읍 동서대로 29
1798,경북청,군위,부계,파출소,054-380-0314,경상북도 군위군 부계면 창평길 29 
1799,경북청,군위,의흥,파출소,054-380-0317,경상북도 군위군 의흥면 읍내6길 7
1800,경북청,군위,고로,파출소,054-380-0318,경상북도 군위군 고로면 삼국유사로 438-7 
1801,경북청,군위,우보,파출소,054-380-0315,경상북도 군위군 우보면 이화길 127 
1802,경북청,군위,중앙,파출소,054-380-0311,경상북도 군위군 군위읍 중앙길 73
1803,경북청,군위,효령,파출소,054-380-0313,경상북도 군위군 부계면 치산효령로 2383
1804,경북청,고령,우곡,파출소,054-955-4512,경상북도 고령군 우곡면 도진3길 9
1805,경북청,고령,성산,파출소,054-954-4112,경상북도 고령군 성산면 성산로 954
1806,경북청,고령,다산,파출소,054-955-6112,경상북도 고령군 다산면 평리1길 15-1
1807,경북청,고령,고령,파출소,054-954-0112,경상북도 고령군 대가야읍 시장길 1길 5
1808,경북청,고령,쌍림,파출소,054-955-0223,경상북도 고령군 대가야읍 대가야로 610
1809,경북청,울릉,저동,파출소,054-791-1112,경상북도 울릉군 울릉읍 봉래2길 30-2 저동파출소
1810,경북청,울릉,도동,파출소,054-791-1124,경상북도 울릉군 울릉읍 도동4길 4번지 도동파출소
1811,경북청,울릉,서면,파출소,054-791-5112,경상북도 울릉군 서면 남양4길 37
1812,경북청,울릉,북면,파출소,054-791-6112,경상북도 울릉군 북면 천부1길 20
1813,경남청,창원중부,신월,지구대,055-285-0112,경상남도 창원시 의창구 신사로45번길 35
1814,경남청,창원중부,중앙,파출소,055-283-0113,경상남도 창원시 성산구 원이대로566번길 27-19
1815,경남청,창원중부,반송,파출소,055-282-0112,경상남도 창원시 성산구 원이대로473번길 17
1816,경남청,창원중부,가음정,파출소,055-282-1209,경상남도 창원시 성산구 원이대로863번길 22 
1817,경남청,창원중부,사파,파출소,055-263-1142,경상남도 창원시 성산구 대암로 113 
1818,경남청,창원중부,신촌,파출소,055-286-0112,경상남도 창원시 성산구 봉양로 408
1819,경남청,창원서부,명곡,지구대,055-288-0112,경상남도 창원시 의창구 원이대로261번길 16-19
1820,경남청,창원서부,의창,파출소,055-291-1112,경상남도 창원시 의창구 의창대로266번길 11
1821,경남청,창원서부,팔용,파출소,055-273-1212,경상남도 창원시 의창구 창원대로397번길 30
1822,경남청,창원서부,동읍,파출소,055-291-3112,경상남도 창원시 의창구 동읍 의창대로 902
1823,경남청,창원서부,북면,파출소,055-298-0112,경상남도 창원시 의창구 천주로 1127
1824,경남청,창원서부,대산,파출소,055-291-4112,경상남도 창원시 의창구 대산면 진산대로 415
1825,경남청,마산중부,신마산,지구대,055-240-2101,경상남도 창원시 마산합포구 문화남5길 52
1826,경남청,마산중부,완월,파출소,055-240-2102,경상남도 창원시 마산합포구 3·15대로 245
1827,경남청,마산중부,남성,파출소,055-240-2103,경상남도 창원시 마산합포구 3·15대로 295
1828,경남청,마산중부,오동,파출소,055-240-2104,경상남도 창원시 마산합포구 천하장사로 111
1829,경남청,마산중부,교방,파출소,055-240-2105,경상남도 창원시 마산합포구 교방서1길 40
1830,경남청,마산중부,구산,파출소,055-240-2106,경상남도 창원시 마산합포구 구산면 구산로562
1831,경남청,마산중부,진동,파출소,055-240-2107,경상남도 창원시 마산합포구 진전면 삼진의거대로 661 
1832,경남청,마산중부,진전,파출소,055-240-2108,경상남도 창원시 마산합포구 진전면 대실로 156
1833,경남청,마산동부,합성,지구대,055-296-0112,경상남도 창원시 마산회원구 합성남8길 21
1834,경남청,마산동부,석전,파출소,055-255-0112,경상남도 창원시 마산회원구 석전동6길 20
1835,경남청,마산동부,회원,파출소,055-252-0112,경상남도 창원시 마산회원구 회원남25길 73
1836,경남청,마산동부,양덕,파출소,055-293-0112,경상남도 창원시 마산회원구 양덕동2길 6 양덕파출소
1837,경남청,마산동부,산호,파출소,055-241-0112,경상남도 창원시 마산합포구 산호북15길 1
1838,경남청,마산동부,삼계,파출소,055-231-0112,경상남도 창원시 마산회원구 내서읍 삼계로 32 (삼계파출소)
1839,경남청,마산동부,중리,파출소,055-232-0112,경상남도 창원시 마산회원구 내서읍 호원로164
1840,경남청,진주,비봉,지구대,055-743-0112,경상남도 진주시 비봉로33번길 2
1841,경남청,진주,상대,지구대,055-754-0113,경상남도 진주시 동진로 263
1842,경남청,진주,남강,지구대,055-747-0113,경상남도 진주시 남강로 182-19
1843,경남청,진주,진양호,지구대,055-747-0112,경상남도 진주시 평거로 42
1844,경남청,진주,일반성,파출소,055-754-6112,경상남도 진주시 일반성면 창촌길 27
1845,경남청,진주,개양,파출소,055-759-9227,경상남도 진주시 진주대로 560
1846,경남청,진주,하대,파출소,055-753-0112,경상남도 진주시 대신로 323-6
1847,경남청,진주,충무공,파출소,055-752-5112,경상남도 진주시 충무공동 충의로 149
1848,경남청,진주,수곡,파출소,055-754-4512,"경상남도 진주시 수곡면 곤수로 903, 수곡파출소"
1849,경남청,진주,대곡,파출소,055-744-0112,"경상남도 진주시 대곡면 진의로 1065 (광석리, 대곡파출소)"
1850,경남청,진주,지수,파출소,055-754-5112,경상남도 진주시 지수면 지수로 492 지수파출소
1851,경남청,진주,문산,파출소,055-761-5112,경상남도 진주시 문산읍 동부로587번길 1
1852,경남청,진주,금산,파출소,055-761-2112,경상남도 진주시 금산면 금산로 111
1853,경남청,김해중부,연지,지구대,055-323-1112,경상남도 김해시 내외중앙로 118
1854,경남청,김해중부,신어,지구대,055-332-3112,경상남도 김해시 삼안로217번길 32
1855,경남청,김해중부,왕릉,지구대,055-336-2109,경상남도 김해시 해반천로169번길 8
1856,경남청,김해중부,중앙,지구대,055-336-0112,경상남도 김해시 가락로 30 
1857,경남청,김해중부,상동,파출소,055-323-6112,경상남도 김해시 상동면 상동로 553
1858,경남청,김해중부,대동,파출소,055-335-6112,경상남도 김해시 대동면 대동로 595
1859,경남청,김해중부,생림,파출소,055-323-9112,경상남도 김해시 봉림로 21 
1860,경남청,김해서부,장유,지구대,055-312-0112,경상남도 김해시 계동로 102번길 19
1861,경남청,김해서부,한림,파출소,055-342-6112,경상남도 김해시 한림면 한림로 449 한림파출소
1862,경남청,김해서부,주촌,파출소,055-329-1112,경상남도 김해시 주촌면 서부로1638번길 주촌파출소
1863,경남청,김해서부,진례,파출소,055-345-5112,경상남도 김해시 진례면 진례로 235
1864,경남청,김해서부,칠산,파출소,055-323-2112,경상남도 김해시 칠산로459번길 15
1865,경남청,김해서부,진영,파출소,055-342-0112,경상남도 김해시 진영읍 진영로 167
1866,경남청,양산,물금,지구대,055-382-0112,경상남도 양산시 물금읍 가촌로 61
1867,경남청,양산,증산,파출소,055-392-0114,경상남도 양산시 물금읍 증산리 1747-1
1868,경남청,양산,덕계,파출소,055-365-0112,경상남도 양산시 덕계로 95
1869,경남청,양산,서창,파출소,055-367-0112,경상남도 양산시 삼호로 158
1870,경남청,양산,중앙,파출소,055-385-0112,경상남도 양산시 북안남5길 11-16
1871,경남청,양산,삼성,파출소,055-384-0112,경상남도 양산시 북정11길 4 
1872,경남청,양산,동면,파출소,055-389-0112,경상남도 양산시 동면 내송로 39 
1873,경남청,양산,상북,파출소,055-375-0112,경상남도 양산시 상북면 상북중앙로 394
1874,경남청,양산,하북,파출소,055-381-0112,경상남도 양산시 하북면 신평로 24
1875,경남청,양산,양주,파출소,055-388-0112,경상남도 양산시 양주로 34
1876,경남청,양산,소주,파출소,055-388-0113,경상남도 양산시 대평들 1길 9-17
